figure_id,figure_name,year,amount,unit,authority,authority_url,note
gift_annual_exclusion,Gift tax annual exclusion per donee (IRC 2503(b)),2026,19000,USD,"Rev. Proc. 2025-32, sec. 4.42, 2025-45 I.R.B. 695, 704",https://www.irs.gov/pub/irs-irbs/irb25-45.pdf,"Per donee, present interests only. Sec. 4.42(3) also sets the IRC 2801 annual exception for covered gifts and bequests from a covered expatriate at $19,000."
gift_noncitizen_spouse,Annual exclusion for gifts to a non-citizen spouse (IRC 2523(i)(2)),2015,147000,USD,"Rev. Proc. 2014-61, sec. 3.35, 2014-47 I.R.B. 860, 868",https://www.irs.gov/pub/irs-irbs/irb14-47.pdf,Replaces the unlimited marital deduction for gifts to a spouse who is not a US citizen; present interests only.
gift_noncitizen_spouse,Annual exclusion for gifts to a non-citizen spouse (IRC 2523(i)(2)),2016,148000,USD,"Rev. Proc. 2015-53, sec. 3.35, 2015-44 I.R.B. 615, 623",https://www.irs.gov/pub/irs-irbs/irb15-44.pdf,Replaces the unlimited marital deduction for gifts to a spouse who is not a US citizen; present interests only.
gift_noncitizen_spouse,Annual exclusion for gifts to a non-citizen spouse (IRC 2523(i)(2)),2017,149000,USD,"Rev. Proc. 2016-55, sec. 3.37, 2016-45 I.R.B. 707, 714",https://www.irs.gov/pub/irs-irbs/irb16-45.pdf,Replaces the unlimited marital deduction for gifts to a spouse who is not a US citizen; present interests only.
gift_noncitizen_spouse,Annual exclusion for gifts to a non-citizen spouse (IRC 2523(i)(2)),2018,152000,USD,"Rev. Proc. 2017-58, sec. 3.37, 2017-45 I.R.B. 489, 495",https://www.irs.gov/pub/irs-irbs/irb17-45.pdf,Replaces the unlimited marital deduction for gifts to a spouse who is not a US citizen; present interests only. Rev. Proc. 2017-58 amount; not among the items Rev. Proc. 2018-18 modified.
gift_noncitizen_spouse,Annual exclusion for gifts to a non-citizen spouse (IRC 2523(i)(2)),2019,155000,USD,"Rev. Proc. 2018-57, sec. 3.43, 2018-49 I.R.B. 827, 835",https://www.irs.gov/pub/irs-irbs/irb18-49.pdf,Replaces the unlimited marital deduction for gifts to a spouse who is not a US citizen; present interests only.
gift_noncitizen_spouse,Annual exclusion for gifts to a non-citizen spouse (IRC 2523(i)(2)),2020,157000,USD,"Rev. Proc. 2019-44, sec. 3.43, 2019-47 I.R.B. 1093, 1100",https://www.irs.gov/pub/irs-irbs/irb19-47.pdf,Replaces the unlimited marital deduction for gifts to a spouse who is not a US citizen; present interests only.
gift_noncitizen_spouse,Annual exclusion for gifts to a non-citizen spouse (IRC 2523(i)(2)),2021,159000,USD,"Rev. Proc. 2020-45, sec. 3.43, 2020-46 I.R.B. 1016, 1024",https://www.irs.gov/pub/irs-irbs/irb20-46.pdf,Replaces the unlimited marital deduction for gifts to a spouse who is not a US citizen; present interests only.
gift_noncitizen_spouse,Annual exclusion for gifts to a non-citizen spouse (IRC 2523(i)(2)),2022,164000,USD,"Rev. Proc. 2021-45, sec. 3.43, 2021-48 I.R.B. 764, 772",https://www.irs.gov/pub/irs-irbs/irb21-48.pdf,Replaces the unlimited marital deduction for gifts to a spouse who is not a US citizen; present interests only.
gift_noncitizen_spouse,Annual exclusion for gifts to a non-citizen spouse (IRC 2523(i)(2)),2023,175000,USD,"Rev. Proc. 2022-38, sec. 3.43, 2022-45 I.R.B. 445, 453",https://www.irs.gov/pub/irs-irbs/irb22-45.pdf,Replaces the unlimited marital deduction for gifts to a spouse who is not a US citizen; present interests only.
gift_noncitizen_spouse,Annual exclusion for gifts to a non-citizen spouse (IRC 2523(i)(2)),2024,185000,USD,"Rev. Proc. 2023-34, sec. 3.43, 2023-48 I.R.B. 1287, 1295",https://www.irs.gov/pub/irs-irbs/irb23-48.pdf,Replaces the unlimited marital deduction for gifts to a spouse who is not a US citizen; present interests only.
gift_noncitizen_spouse,Annual exclusion for gifts to a non-citizen spouse (IRC 2523(i)(2)),2025,190000,USD,"Rev. Proc. 2024-40, sec. 2.43, 2024-45 I.R.B. 1100, 1107",https://www.irs.gov/pub/irs-irbs/irb24-45.pdf,Replaces the unlimited marital deduction for gifts to a spouse who is not a US citizen; present interests only.
gift_noncitizen_spouse,Annual exclusion for gifts to a non-citizen spouse (IRC 2523(i)(2)),2026,194000,USD,"Rev. Proc. 2025-32, sec. 4.42, 2025-45 I.R.B. 695, 704",https://www.irs.gov/pub/irs-irbs/irb25-45.pdf,Replaces the unlimited marital deduction for gifts to a spouse who is not a US citizen; present interests only.
basic_exclusion,Estate and gift tax basic exclusion amount (IRC 2010(c)(3)),2015,5430000,USD,"Rev. Proc. 2014-61, sec. 3.33, 2014-47 I.R.B. 860, 867",https://www.irs.gov/pub/irs-irbs/irb14-47.pdf,
basic_exclusion,Estate and gift tax basic exclusion amount (IRC 2010(c)(3)),2016,5450000,USD,"Rev. Proc. 2015-53, sec. 3.33, 2015-44 I.R.B. 615, 623",https://www.irs.gov/pub/irs-irbs/irb15-44.pdf,
basic_exclusion,Estate and gift tax basic exclusion amount (IRC 2010(c)(3)),2017,5490000,USD,"Rev. Proc. 2016-55, sec. 3.35, 2016-45 I.R.B. 707, 714",https://www.irs.gov/pub/irs-irbs/irb16-45.pdf,
basic_exclusion,Estate and gift tax basic exclusion amount (IRC 2010(c)(3)),2018,11180000,USD,"Rev. Proc. 2018-18, sec. 3.35, 2018-10 I.R.B. 392, 397",https://www.irs.gov/pub/irs-irbs/irb18-10.pdf,"Rev. Proc. 2018-18 superseded the $5,600,000 in Rev. Proc. 2017-58, sec. 3.35, 2017-45 I.R.B. 489, after Pub. L. 115-97 (TCJA). Includes the Pub. L. 115-97 doubling (base $10,000,000) that ran 2018 to 2025."
basic_exclusion,Estate and gift tax basic exclusion amount (IRC 2010(c)(3)),2019,11400000,USD,"Rev. Proc. 2018-57, sec. 3.41, 2018-49 I.R.B. 827, 835",https://www.irs.gov/pub/irs-irbs/irb18-49.pdf,"Includes the Pub. L. 115-97 doubling (base $10,000,000) that ran 2018 to 2025."
basic_exclusion,Estate and gift tax basic exclusion amount (IRC 2010(c)(3)),2020,11580000,USD,"Rev. Proc. 2019-44, sec. 3.41, 2019-47 I.R.B. 1093, 1100",https://www.irs.gov/pub/irs-irbs/irb19-47.pdf,"Includes the Pub. L. 115-97 doubling (base $10,000,000) that ran 2018 to 2025."
basic_exclusion,Estate and gift tax basic exclusion amount (IRC 2010(c)(3)),2021,11700000,USD,"Rev. Proc. 2020-45, sec. 3.41, 2020-46 I.R.B. 1016, 1024",https://www.irs.gov/pub/irs-irbs/irb20-46.pdf,"Includes the Pub. L. 115-97 doubling (base $10,000,000) that ran 2018 to 2025."
basic_exclusion,Estate and gift tax basic exclusion amount (IRC 2010(c)(3)),2022,12060000,USD,"Rev. Proc. 2021-45, sec. 3.41, 2021-48 I.R.B. 764, 772",https://www.irs.gov/pub/irs-irbs/irb21-48.pdf,"Includes the Pub. L. 115-97 doubling (base $10,000,000) that ran 2018 to 2025."
basic_exclusion,Estate and gift tax basic exclusion amount (IRC 2010(c)(3)),2023,12920000,USD,"Rev. Proc. 2022-38, sec. 3.41, 2022-45 I.R.B. 445, 453",https://www.irs.gov/pub/irs-irbs/irb22-45.pdf,"Includes the Pub. L. 115-97 doubling (base $10,000,000) that ran 2018 to 2025."
basic_exclusion,Estate and gift tax basic exclusion amount (IRC 2010(c)(3)),2024,13610000,USD,"Rev. Proc. 2023-34, sec. 3.41, 2023-48 I.R.B. 1287, 1295",https://www.irs.gov/pub/irs-irbs/irb23-48.pdf,"Includes the Pub. L. 115-97 doubling (base $10,000,000) that ran 2018 to 2025."
basic_exclusion,Estate and gift tax basic exclusion amount (IRC 2010(c)(3)),2025,13990000,USD,"Rev. Proc. 2024-40, sec. 2.41, 2024-45 I.R.B. 1100, 1107",https://www.irs.gov/pub/irs-irbs/irb24-45.pdf,"Includes the Pub. L. 115-97 doubling (base $10,000,000) that ran 2018 to 2025."
basic_exclusion,Estate and gift tax basic exclusion amount (IRC 2010(c)(3)),2026,15000000,USD,"IRC 2010(c)(3)(A) as amended by Pub. L. 119-21, sec. 70106; restated in Rev. Proc. 2025-32, sec. 2.14, 2025-45 I.R.B. 695, 697",https://www.irs.gov/pub/irs-irbs/irb25-45.pdf,"Set by statute for 2026 (not an inflation adjustment); indexed again from 2027. Rev. Proc. 2025-32 states it in sec. 2.14 (Changes), not in the sec. 4 list."
gst_exemption,Generation-skipping transfer tax exemption (IRC 2631(c)),2015,5430000,USD,"IRC 2631(c) (GST exemption equals the basic exclusion amount); amount from Rev. Proc. 2014-61, sec. 3.33, 2014-47 I.R.B. 860, 867",https://www.irs.gov/pub/irs-irbs/irb14-47.pdf,The Rev. Proc. does not list the GST exemption separately for this year; IRC 2631(c) sets it equal to the basic exclusion amount.
gst_exemption,Generation-skipping transfer tax exemption (IRC 2631(c)),2016,5450000,USD,"IRC 2631(c) (GST exemption equals the basic exclusion amount); amount from Rev. Proc. 2015-53, sec. 3.33, 2015-44 I.R.B. 615, 623",https://www.irs.gov/pub/irs-irbs/irb15-44.pdf,The Rev. Proc. does not list the GST exemption separately for this year; IRC 2631(c) sets it equal to the basic exclusion amount.
gst_exemption,Generation-skipping transfer tax exemption (IRC 2631(c)),2017,5490000,USD,"IRC 2631(c) (GST exemption equals the basic exclusion amount); amount from Rev. Proc. 2016-55, sec. 3.35, 2016-45 I.R.B. 707, 714",https://www.irs.gov/pub/irs-irbs/irb16-45.pdf,The Rev. Proc. does not list the GST exemption separately for this year; IRC 2631(c) sets it equal to the basic exclusion amount.
gst_exemption,Generation-skipping transfer tax exemption (IRC 2631(c)),2018,11180000,USD,"IRC 2631(c) (GST exemption equals the basic exclusion amount); amount from Rev. Proc. 2018-18, sec. 3.35, 2018-10 I.R.B. 392, 397",https://www.irs.gov/pub/irs-irbs/irb18-10.pdf,The Rev. Proc. does not list the GST exemption separately for this year; IRC 2631(c) sets it equal to the basic exclusion amount.
gst_exemption,Generation-skipping transfer tax exemption (IRC 2631(c)),2019,11400000,USD,"IRC 2631(c) (GST exemption equals the basic exclusion amount); amount from Rev. Proc. 2018-57, sec. 3.41, 2018-49 I.R.B. 827, 835",https://www.irs.gov/pub/irs-irbs/irb18-49.pdf,The Rev. Proc. does not list the GST exemption separately for this year; IRC 2631(c) sets it equal to the basic exclusion amount.
gst_exemption,Generation-skipping transfer tax exemption (IRC 2631(c)),2020,11580000,USD,"IRC 2631(c) (GST exemption equals the basic exclusion amount); amount from Rev. Proc. 2019-44, sec. 3.41, 2019-47 I.R.B. 1093, 1100",https://www.irs.gov/pub/irs-irbs/irb19-47.pdf,The Rev. Proc. does not list the GST exemption separately for this year; IRC 2631(c) sets it equal to the basic exclusion amount.
gst_exemption,Generation-skipping transfer tax exemption (IRC 2631(c)),2021,11700000,USD,"IRC 2631(c) (GST exemption equals the basic exclusion amount); amount from Rev. Proc. 2020-45, sec. 3.41, 2020-46 I.R.B. 1016, 1024",https://www.irs.gov/pub/irs-irbs/irb20-46.pdf,The Rev. Proc. does not list the GST exemption separately for this year; IRC 2631(c) sets it equal to the basic exclusion amount.
gst_exemption,Generation-skipping transfer tax exemption (IRC 2631(c)),2022,12060000,USD,"IRC 2631(c) (GST exemption equals the basic exclusion amount); amount from Rev. Proc. 2021-45, sec. 3.41, 2021-48 I.R.B. 764, 772",https://www.irs.gov/pub/irs-irbs/irb21-48.pdf,The Rev. Proc. does not list the GST exemption separately for this year; IRC 2631(c) sets it equal to the basic exclusion amount.
gst_exemption,Generation-skipping transfer tax exemption (IRC 2631(c)),2023,12920000,USD,"IRC 2631(c) (GST exemption equals the basic exclusion amount); amount from Rev. Proc. 2022-38, sec. 3.41, 2022-45 I.R.B. 445, 453",https://www.irs.gov/pub/irs-irbs/irb22-45.pdf,The Rev. Proc. does not list the GST exemption separately for this year; IRC 2631(c) sets it equal to the basic exclusion amount.
gst_exemption,Generation-skipping transfer tax exemption (IRC 2631(c)),2024,13610000,USD,"IRC 2631(c) (GST exemption equals the basic exclusion amount); amount from Rev. Proc. 2023-34, sec. 3.41, 2023-48 I.R.B. 1287, 1295",https://www.irs.gov/pub/irs-irbs/irb23-48.pdf,The Rev. Proc. does not list the GST exemption separately for this year; IRC 2631(c) sets it equal to the basic exclusion amount.
gst_exemption,Generation-skipping transfer tax exemption (IRC 2631(c)),2025,13990000,USD,"IRC 2631(c) (GST exemption equals the basic exclusion amount); amount from Rev. Proc. 2024-40, sec. 2.41, 2024-45 I.R.B. 1100, 1107",https://www.irs.gov/pub/irs-irbs/irb24-45.pdf,The Rev. Proc. does not list the GST exemption separately for this year; IRC 2631(c) sets it equal to the basic exclusion amount.
gst_exemption,Generation-skipping transfer tax exemption (IRC 2631(c)),2026,15000000,USD,"Rev. Proc. 2025-32, sec. 2.14, 2025-45 I.R.B. 695, 697",https://www.irs.gov/pub/irs-irbs/irb25-45.pdf,"Rev. Proc. 2025-32 sec. 2.14 states the 2026 GST exemption directly: equal to the $15,000,000 basic exclusion amount under IRC 2631(c)."
section_2032a_cap,Special use valuation: maximum decrease in value of qualified real property (IRC 2032A(a)(3)),2015,1100000,USD,"Rev. Proc. 2014-61, sec. 3.34, 2014-47 I.R.B. 860, 867",https://www.irs.gov/pub/irs-irbs/irb14-47.pdf,Cap on the total reduction from fair market value when the executor elects special use valuation.
section_2032a_cap,Special use valuation: maximum decrease in value of qualified real property (IRC 2032A(a)(3)),2016,1110000,USD,"Rev. Proc. 2015-53, sec. 3.34, 2015-44 I.R.B. 615, 623",https://www.irs.gov/pub/irs-irbs/irb15-44.pdf,Cap on the total reduction from fair market value when the executor elects special use valuation.
section_2032a_cap,Special use valuation: maximum decrease in value of qualified real property (IRC 2032A(a)(3)),2017,1120000,USD,"Rev. Proc. 2016-55, sec. 3.36, 2016-45 I.R.B. 707, 714",https://www.irs.gov/pub/irs-irbs/irb16-45.pdf,Cap on the total reduction from fair market value when the executor elects special use valuation.
section_2032a_cap,Special use valuation: maximum decrease in value of qualified real property (IRC 2032A(a)(3)),2018,1140000,USD,"Rev. Proc. 2017-58, sec. 3.36, 2017-45 I.R.B. 489, 495",https://www.irs.gov/pub/irs-irbs/irb17-45.pdf,Cap on the total reduction from fair market value when the executor elects special use valuation. Rev. Proc. 2017-58 amount; not among the items Rev. Proc. 2018-18 modified.
section_2032a_cap,Special use valuation: maximum decrease in value of qualified real property (IRC 2032A(a)(3)),2019,1160000,USD,"Rev. Proc. 2018-57, sec. 3.42, 2018-49 I.R.B. 827, 835",https://www.irs.gov/pub/irs-irbs/irb18-49.pdf,Cap on the total reduction from fair market value when the executor elects special use valuation.
section_2032a_cap,Special use valuation: maximum decrease in value of qualified real property (IRC 2032A(a)(3)),2020,1180000,USD,"Rev. Proc. 2019-44, sec. 3.42, 2019-47 I.R.B. 1093, 1100",https://www.irs.gov/pub/irs-irbs/irb19-47.pdf,Cap on the total reduction from fair market value when the executor elects special use valuation.
section_2032a_cap,Special use valuation: maximum decrease in value of qualified real property (IRC 2032A(a)(3)),2021,1190000,USD,"Rev. Proc. 2020-45, sec. 3.42, 2020-46 I.R.B. 1016, 1024",https://www.irs.gov/pub/irs-irbs/irb20-46.pdf,Cap on the total reduction from fair market value when the executor elects special use valuation.
section_2032a_cap,Special use valuation: maximum decrease in value of qualified real property (IRC 2032A(a)(3)),2022,1230000,USD,"Rev. Proc. 2021-45, sec. 3.42, 2021-48 I.R.B. 764, 772",https://www.irs.gov/pub/irs-irbs/irb21-48.pdf,Cap on the total reduction from fair market value when the executor elects special use valuation.
section_2032a_cap,Special use valuation: maximum decrease in value of qualified real property (IRC 2032A(a)(3)),2023,1310000,USD,"Rev. Proc. 2022-38, sec. 3.42, 2022-45 I.R.B. 445, 453",https://www.irs.gov/pub/irs-irbs/irb22-45.pdf,Cap on the total reduction from fair market value when the executor elects special use valuation.
section_2032a_cap,Special use valuation: maximum decrease in value of qualified real property (IRC 2032A(a)(3)),2024,1390000,USD,"Rev. Proc. 2023-34, sec. 3.42, 2023-48 I.R.B. 1287, 1295",https://www.irs.gov/pub/irs-irbs/irb23-48.pdf,Cap on the total reduction from fair market value when the executor elects special use valuation.
section_2032a_cap,Special use valuation: maximum decrease in value of qualified real property (IRC 2032A(a)(3)),2025,1420000,USD,"Rev. Proc. 2024-40, sec. 2.42, 2024-45 I.R.B. 1100, 1107",https://www.irs.gov/pub/irs-irbs/irb24-45.pdf,Cap on the total reduction from fair market value when the executor elects special use valuation.
section_2032a_cap,Special use valuation: maximum decrease in value of qualified real property (IRC 2032A(a)(3)),2026,1460000,USD,"Rev. Proc. 2025-32, sec. 4.41, 2025-45 I.R.B. 695, 704",https://www.irs.gov/pub/irs-irbs/irb25-45.pdf,Cap on the total reduction from fair market value when the executor elects special use valuation.
section_6166_2pct_amount,"Estate tax deferral: dollar amount used to figure the 2-percent portion (IRC 6601(j), 6166)",2015,1470000,USD,"Rev. Proc. 2014-61, sec. 3.42, 2014-47 I.R.B. 860, 868",https://www.irs.gov/pub/irs-irbs/irb14-47.pdf,"This is the indexed form of the $1,000,000 in IRC 6601(j)(2)(A). The 2-percent portion is the lesser of the tentative tax on this amount plus the applicable exclusion amount, less the applicable credit, or the deferred tax; interest on the rest runs at 45% of the underpayment rate (IRC 6601(j)(1)(B))."
section_6166_2pct_amount,"Estate tax deferral: dollar amount used to figure the 2-percent portion (IRC 6601(j), 6166)",2016,1480000,USD,"Rev. Proc. 2015-53, sec. 3.42, 2015-44 I.R.B. 615, 624",https://www.irs.gov/pub/irs-irbs/irb15-44.pdf,"This is the indexed form of the $1,000,000 in IRC 6601(j)(2)(A). The 2-percent portion is the lesser of the tentative tax on this amount plus the applicable exclusion amount, less the applicable credit, or the deferred tax; interest on the rest runs at 45% of the underpayment rate (IRC 6601(j)(1)(B))."
section_6166_2pct_amount,"Estate tax deferral: dollar amount used to figure the 2-percent portion (IRC 6601(j), 6166)",2017,1490000,USD,"Rev. Proc. 2016-55, sec. 3.45, 2016-45 I.R.B. 707, 714",https://www.irs.gov/pub/irs-irbs/irb16-45.pdf,"This is the indexed form of the $1,000,000 in IRC 6601(j)(2)(A). The 2-percent portion is the lesser of the tentative tax on this amount plus the applicable exclusion amount, less the applicable credit, or the deferred tax; interest on the rest runs at 45% of the underpayment rate (IRC 6601(j)(1)(B))."
section_6166_2pct_amount,"Estate tax deferral: dollar amount used to figure the 2-percent portion (IRC 6601(j), 6166)",2018,1520000,USD,"Rev. Proc. 2017-58, sec. 3.45, 2017-45 I.R.B. 489, 496",https://www.irs.gov/pub/irs-irbs/irb17-45.pdf,"This is the indexed form of the $1,000,000 in IRC 6601(j)(2)(A). The 2-percent portion is the lesser of the tentative tax on this amount plus the applicable exclusion amount, less the applicable credit, or the deferred tax; interest on the rest runs at 45% of the underpayment rate (IRC 6601(j)(1)(B)). Rev. Proc. 2017-58 amount; not among the items Rev. Proc. 2018-18 modified."
section_6166_2pct_amount,"Estate tax deferral: dollar amount used to figure the 2-percent portion (IRC 6601(j), 6166)",2019,1550000,USD,"Rev. Proc. 2018-57, sec. 3.51, 2018-49 I.R.B. 827, 835",https://www.irs.gov/pub/irs-irbs/irb18-49.pdf,"This is the indexed form of the $1,000,000 in IRC 6601(j)(2)(A). The 2-percent portion is the lesser of the tentative tax on this amount plus the applicable exclusion amount, less the applicable credit, or the deferred tax; interest on the rest runs at 45% of the underpayment rate (IRC 6601(j)(1)(B))."
section_6166_2pct_amount,"Estate tax deferral: dollar amount used to figure the 2-percent portion (IRC 6601(j), 6166)",2020,1570000,USD,"Rev. Proc. 2019-44, sec. 3.51, 2019-47 I.R.B. 1093, 1100",https://www.irs.gov/pub/irs-irbs/irb19-47.pdf,"This is the indexed form of the $1,000,000 in IRC 6601(j)(2)(A). The 2-percent portion is the lesser of the tentative tax on this amount plus the applicable exclusion amount, less the applicable credit, or the deferred tax; interest on the rest runs at 45% of the underpayment rate (IRC 6601(j)(1)(B))."
section_6166_2pct_amount,"Estate tax deferral: dollar amount used to figure the 2-percent portion (IRC 6601(j), 6166)",2021,1590000,USD,"Rev. Proc. 2020-45, sec. 3.51, 2020-46 I.R.B. 1016, 1024",https://www.irs.gov/pub/irs-irbs/irb20-46.pdf,"This is the indexed form of the $1,000,000 in IRC 6601(j)(2)(A). The 2-percent portion is the lesser of the tentative tax on this amount plus the applicable exclusion amount, less the applicable credit, or the deferred tax; interest on the rest runs at 45% of the underpayment rate (IRC 6601(j)(1)(B))."
section_6166_2pct_amount,"Estate tax deferral: dollar amount used to figure the 2-percent portion (IRC 6601(j), 6166)",2022,1640000,USD,"Rev. Proc. 2021-45, sec. 3.51, 2021-48 I.R.B. 764, 773",https://www.irs.gov/pub/irs-irbs/irb21-48.pdf,"This is the indexed form of the $1,000,000 in IRC 6601(j)(2)(A). The 2-percent portion is the lesser of the tentative tax on this amount plus the applicable exclusion amount, less the applicable credit, or the deferred tax; interest on the rest runs at 45% of the underpayment rate (IRC 6601(j)(1)(B))."
section_6166_2pct_amount,"Estate tax deferral: dollar amount used to figure the 2-percent portion (IRC 6601(j), 6166)",2023,1750000,USD,"Rev. Proc. 2022-38, sec. 3.51, 2022-45 I.R.B. 445, 454",https://www.irs.gov/pub/irs-irbs/irb22-45.pdf,"This is the indexed form of the $1,000,000 in IRC 6601(j)(2)(A). The 2-percent portion is the lesser of the tentative tax on this amount plus the applicable exclusion amount, less the applicable credit, or the deferred tax; interest on the rest runs at 45% of the underpayment rate (IRC 6601(j)(1)(B))."
section_6166_2pct_amount,"Estate tax deferral: dollar amount used to figure the 2-percent portion (IRC 6601(j), 6166)",2024,1850000,USD,"Rev. Proc. 2023-34, sec. 3.52, 2023-48 I.R.B. 1287, 1296",https://www.irs.gov/pub/irs-irbs/irb23-48.pdf,"This is the indexed form of the $1,000,000 in IRC 6601(j)(2)(A). The 2-percent portion is the lesser of the tentative tax on this amount plus the applicable exclusion amount, less the applicable credit, or the deferred tax; interest on the rest runs at 45% of the underpayment rate (IRC 6601(j)(1)(B))."
section_6166_2pct_amount,"Estate tax deferral: dollar amount used to figure the 2-percent portion (IRC 6601(j), 6166)",2025,1900000,USD,"Rev. Proc. 2024-40, sec. 2.52, 2024-45 I.R.B. 1100, 1107",https://www.irs.gov/pub/irs-irbs/irb24-45.pdf,"This is the indexed form of the $1,000,000 in IRC 6601(j)(2)(A). The 2-percent portion is the lesser of the tentative tax on this amount plus the applicable exclusion amount, less the applicable credit, or the deferred tax; interest on the rest runs at 45% of the underpayment rate (IRC 6601(j)(1)(B))."
section_6166_2pct_amount,"Estate tax deferral: dollar amount used to figure the 2-percent portion (IRC 6601(j), 6166)",2026,1940000,USD,"Rev. Proc. 2025-32, sec. 4.51, 2025-45 I.R.B. 695, 704",https://www.irs.gov/pub/irs-irbs/irb25-45.pdf,"This is the indexed form of the $1,000,000 in IRC 6601(j)(2)(A). The 2-percent portion is the lesser of the tentative tax on this amount plus the applicable exclusion amount, less the applicable credit, or the deferred tax; interest on the rest runs at 45% of the underpayment rate (IRC 6601(j)(1)(B))."
form3520_foreign_gift_corp_partnership,"Form 3520 reporting threshold: gifts from foreign corporations and partnerships (IRC 6039F(a), (d))",2015,15601,USD,"Rev. Proc. 2014-61, sec. 3.39, 2014-47 I.R.B. 860, 868",https://www.irs.gov/pub/irs-irbs/irb14-47.pdf,"Report on Form 3520 when aggregate purported gifts from foreign corporations and foreign partnerships in the taxable year exceed this amount (indexed form of the $10,000 in IRC 6039F(a))."
form3520_foreign_gift_corp_partnership,"Form 3520 reporting threshold: gifts from foreign corporations and partnerships (IRC 6039F(a), (d))",2016,15671,USD,"Rev. Proc. 2015-53, sec. 3.39, 2015-44 I.R.B. 615, 624",https://www.irs.gov/pub/irs-irbs/irb15-44.pdf,"Report on Form 3520 when aggregate purported gifts from foreign corporations and foreign partnerships in the taxable year exceed this amount (indexed form of the $10,000 in IRC 6039F(a))."
form3520_foreign_gift_corp_partnership,"Form 3520 reporting threshold: gifts from foreign corporations and partnerships (IRC 6039F(a), (d))",2017,15797,USD,"Rev. Proc. 2016-55, sec. 3.42, 2016-45 I.R.B. 707, 714",https://www.irs.gov/pub/irs-irbs/irb16-45.pdf,"Report on Form 3520 when aggregate purported gifts from foreign corporations and foreign partnerships in the taxable year exceed this amount (indexed form of the $10,000 in IRC 6039F(a))."
form3520_foreign_gift_corp_partnership,"Form 3520 reporting threshold: gifts from foreign corporations and partnerships (IRC 6039F(a), (d))",2018,16076,USD,"Rev. Proc. 2018-18, sec. 3.42, 2018-10 I.R.B. 392, 397",https://www.irs.gov/pub/irs-irbs/irb18-10.pdf,"Report on Form 3520 when aggregate purported gifts from foreign corporations and foreign partnerships in the taxable year exceed this amount (indexed form of the $10,000 in IRC 6039F(a)). Rev. Proc. 2018-18 superseded the $16,111 in Rev. Proc. 2017-58, sec. 3.42, 2017-45 I.R.B. 489, after Pub. L. 115-97 (TCJA)."
